year_month,current_price,old_price,price_diff,product_name,brand,vendor
2024-04,4.99,5.49,-0.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.99,5.49,-0.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.99,5.49,-0.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.99,5.49,-0.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.99,5.49,-0.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-04,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-05,4.49,5.99,-1.5,Garden Vegetable Flavoured Fat Free Liquid Eggs,Burnbrae Farms,Metro
2024-10,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-09,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-09,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-09,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-09,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-10,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-10,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-10,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-10,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-10,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-10,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-10,5.99,7.33,-1.3399999999999999,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-03,5.49,7.19,-1.7000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-03,5.49,7.19,-1.7000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-03,5.49,7.19,-1.7000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-03,5.49,7.19,-1.7000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-04,5.49,7.19,-1.7000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-04,5.49,7.19,-1.7000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-04,5.49,7.19,-1.7000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-05,5.99,7.19,-1.2000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-05,5.99,7.19,-1.2000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-05,5.99,7.19,-1.2000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-05,5.99,7.19,-1.2000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-05,5.99,7.19,-1.2000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-05,5.99,7.19,-1.2000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-05,5.99,7.19,-1.2000000000000002,Grade A Large Eggs,Burnbrae Farms,Loblaws
2024-08,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-08,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,5.68,-0.1899999999999995,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.59,-0.5999999999999996,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.59,-0.5999999999999996,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.59,-0.5999999999999996,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.59,-0.5999999999999996,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.59,-0.5999999999999996,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.59,-0.5999999999999996,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.59,-0.5999999999999996,"Nature's Best White Eggs, Large",Burnbrae Farms,Loblaws
2024-10,5.49,5.79,-0.2999999999999998,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-10,5.49,5.79,-0.2999999999999998,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-10,5.49,5.79,-0.2999999999999998,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-10,5.49,5.79,-0.2999999999999998,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-10,5.49,5.79,-0.2999999999999998,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-10,5.49,5.79,-0.2999999999999998,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-10,5.49,5.79,-0.2999999999999998,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-11,5.49,6.08,-0.5899999999999999,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-11,5.49,6.08,-0.5899999999999999,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-11,5.49,6.08,-0.5899999999999999,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-11,5.49,6.08,-0.5899999999999999,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-11,5.49,6.08,-0.5899999999999999,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-11,5.49,6.08,-0.5899999999999999,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-03,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-03,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-03,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-03,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-03,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-03,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-03,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,5.49,5.99,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,5.49,5.99,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,5.49,5.99,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,5.49,5.99,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,5.49,5.99,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,5.49,5.99,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,5.49,5.99,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.99,-1,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-04,4.99,5.49,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.49,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.49,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.49,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.49,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.49,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.49,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,5.49,-0.5,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,6.09,-1.0999999999999996,"Naturegg Omega 3 White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,6.09,-1.0999999999999996,"Naturegg Omega 3 White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,6.09,-1.0999999999999996,"Naturegg Omega 3 White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,6.09,-1.0999999999999996,"Naturegg Omega 3 White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,6.09,-1.0999999999999996,"Naturegg Omega 3 White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,6.09,-1.0999999999999996,"Naturegg Omega 3 White Eggs, Large",Burnbrae Farms,Loblaws
2024-05,4.99,6.09,-1.0999999999999996,"Naturegg Omega 3 White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.49,7.08,-1.5899999999999999,"Naturegg Omega Plus White Eggs, Large",Burnbrae Farms,Loblaws
2024-02,5.99,7.29,-1.2999999999999998,Blue Menu Free Run Large White Eggs 12 Pack,PC Blue Menu,Loblaws
2024-02,5.99,7.29,-1.2999999999999998,Blue Menu Free Run Large White Eggs 12 Pack,PC Blue Menu,Loblaws
2024-03,5.99,7.29,-1.2999999999999998,Blue Menu Free Run Large White Eggs 12 Pack,PC Blue Menu,Loblaws
2024-03,5.99,7.29,-1.2999999999999998,Blue Menu Free Run Large White Eggs 12 Pack,PC Blue Menu,Loblaws
2024-03,5.99,7.29,-1.2999999999999998,Blue Menu Free Run Large White Eggs 12 Pack,PC Blue Menu,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-11,6.49,7.08,-0.5899999999999999,Free Run Brown Eggs Large,President's Choice,Loblaws
2024-07,2.88,3.88,-1,Large Grade A Eggs,No Name,Loblaws
2024-07,2.88,3.88,-1,Large Grade A Eggs,No Name,Loblaws
2024-07,2.88,3.88,-1,Large Grade A Eggs,No Name,Loblaws
2024-07,2.88,3.88,-1,Large Grade A Eggs,No Name,Loblaws
2024-07,2.88,3.88,-1,Large Grade A Eggs,No Name,Loblaws
2024-11,5.49,6.08,-0.5899999999999999,"Naturegg Nest Laid White Eggs, Large",Burnbrae Farms,Loblaws
2024-09,5.99,6.29,-0.2999999999999998,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Burnbrae Farms,Loblaws
2024-09,5.99,6.29,-0.2999999999999998,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Burnbrae Farms,Loblaws
2024-09,5.99,6.29,-0.2999999999999998,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Burnbrae Farms,Loblaws
2024-09,5.99,6.29,-0.2999999999999998,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Burnbrae Farms,Loblaws
2024-09,5.99,6.29,-0.2999999999999998,Naturegg NestlaidOmega 3 Large Size 12 Eggs,Burnbrae Farms,Loblaws
